"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1005.5","...","1006.7","2021-06-01 21:35","1004.0","2021-06-01 02:07","28.7","32.0","2021-06-01 09:31","24.6","2021-06-01 04:41","...","83","70","2021-06-01 14:29","1.8","119","12.4","239","2021-06-01 12:35","61.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1006.2","...","1007.7","2021-06-02 21:54","1004.3","2021-06-02 15:36","30.0","33.6","2021-06-02 11:11","26.6","2021-06-02 04:54","...","76","59","2021-06-02 14:52","2.2","106","10.8","207","2021-06-02 12:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1004.6","...","1007.0","2021-06-03 00:01","1002.0","2021-06-03 16:23","30.7","33.7","2021-06-03 16:01","26.8","2021-06-03 05:28","...","74","58","2021-06-03 16:01","2.4","104","11.3","211","2021-06-03 14:58","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1002.1","...","1004.3","2021-06-04 06:41","998.8","2021-06-04 15:43","30.5","34.5","2021-06-04 12:14","27.7","2021-06-04 05:25","...","77","54","2021-06-04 14:55","2.4","109","10.2","203","2021-06-04 14:11","6.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1002.8","...","1005.1","2021-06-05 08:39","1001.0","2021-06-05 03:25","26.6","29.5","2021-06-05 14:51","24.6","2021-06-05 09:14","...","95","82","2021-06-05 14:52","1.9","116","10.6","264","2021-06-05 05:49","58.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1004.4","...","1007.0","2021-06-06 19:31","1001.3","2021-06-06 02:44","24.6","26.5","2021-06-06 00:02","14.8","2021-06-06 04:03","...","97","86","2021-06-06 21:33","2.2","111","14.4","237","2021-06-06 03:13","259.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1007.5","...","1009.0","2021-06-07 23:02","1006.3","2021-06-07 16:22","26.9","30.4","2021-06-07 16:16","26.5","2021-06-07 23:57","...","85","64","2021-06-07 16:18","1.4","62","4.6","217","2021-06-07 16:46","1.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1007.6","...","1008.8","2021-06-08 09:23","1005.0","2021-06-08 15:51","28.6","34.1","2021-06-08 14:13","25.1","2021-06-08 04:51","...","82","48","2021-06-08 15:21","1.7","327","9.1","227","2021-06-08 15:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1006.4","...","1008.0","2021-06-09 00:01","1004.2","2021-06-09 15:51","28.8","32.9","2021-06-09 10:42","25.7","2021-06-09 05:11","...","78","56","2021-06-09 10:33","1.5","107","9.0","239","2021-06-09 14:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
