"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.5","...","1012.0","2021-05-01 08:53","1009.0","2021-05-01 03:24","25.9","30.0","2021-05-01 13:34","22.5","2021-05-01 03:50","...","68","46","2021-05-01 12:31","1.3","32","7.2","293","2021-05-01 15:49","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1011.9","...","1013.5","2021-05-02 10:42","1010.2","2021-05-02 02:57","26.8","31.1","2021-05-02 15:11","23.2","2021-05-02 03:40","...","67","42","2021-05-02 15:13","1.3","6","8.1","252","2021-05-02 12:40","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1011.4","...","1013.2","2021-05-03 08:32","1009.5","2021-05-03 15:21","25.7","29.2","2021-05-03 13:55","24.1","2021-05-03 04:03","...","84","56","2021-05-03 14:11","1.1","23","5.6","255","2021-05-03 14:47","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1009.6","...","1011.3","2021-05-04 07:51","1007.1","2021-05-04 15:32","28.0","32.5","2021-05-04 15:01","23.3","2021-05-04 05:10","...","71","48","2021-05-04 12:58","2.1","211","11.3","220","2021-05-04 14:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1010.7","...","1013.0","2021-05-05 22:11","1009.0","2021-05-05 16:11","28.1","32.1","2021-05-05 11:13","24.0","2021-05-05 23:47","...","74","57","2021-05-05 11:13","2.1","113","9.2","299","2021-05-05 12:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1012.4","...","1013.8","2021-05-06 08:04","1010.6","2021-05-06 16:11","27.1","31.5","2021-05-06 14:41","22.5","2021-05-06 05:23","...","70","55","2021-05-06 12:15","1.9","8","8.5","249","2021-05-06 13:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1010.6","...","1012.8","2021-05-07 07:11","1008.0","2021-05-07 16:45","28.5","32.5","2021-05-07 13:42","25.3","2021-05-07 03:52","...","71","51","2021-05-07 13:42","1.4","56","8.0","220","2021-05-07 13:53","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1007.9","...","1009.5","2021-05-08 07:06","1006.0","2021-05-08 15:34","28.8","33.2","2021-05-08 11:26","26.5","2021-05-08 05:01","...","77","48","2021-05-08 11:41","2.0","206","10.5","225","2021-05-08 13:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1007.5","...","1009.7","2021-05-09 21:42","1004.8","2021-05-09 16:23","28.6","32.2","2021-05-09 11:32","26.2","2021-05-09 04:02","...","75","58","2021-05-09 14:21","1.7","274","9.1","305","2021-05-09 14:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1007.4","...","1009.5","2021-05-10 08:31","1005.3","2021-05-10 02:05","28.5","31.8","2021-05-10 15:01","26.3","2021-05-10 03:25","...","73","57","2021-05-10 15:06","1.8","101","7.6","273","2021-05-10 11:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1007.4","...","1009.1","2021-05-11 08:12","1005.6","2021-05-11 15:15","28.8","32.7","2021-05-11 12:21","26.0","2021-05-11 04:57","...","77","55","2021-05-11 12:41","2.0","95","9.0","222","2021-05-11 11:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1007.3","...","1008.7","2021-05-12 08:41","1005.0","2021-05-12 15:32","29.5","34.0","2021-05-12 12:48","25.8","2021-05-12 03:31","...","73","45","2021-05-12 10:51","1.8","115","8.4","281","2021-05-12 13:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1007.6","...","1009.0","2021-05-13 08:31","1006.0","2021-05-13 15:03","29.5","33.0","2021-05-13 12:21","26.8","2021-05-13 04:01","...","80","59","2021-05-13 12:31","2.3","116","8.3","201","2021-05-13 13:04","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
