"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1011.3","...","1013.1","2020-11-01 08:57","1009.3","2020-11-01 15:32","25.5","30.0","2020-11-01 14:44","22.0","2020-11-01 03:51","...","70","47","2020-11-01 12:41","1.3","307","8.0","281","2020-11-01 13:17","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","1010.0","...","1011.5","2020-11-02 08:51","1007.7","2020-11-02 15:52","25.7","31.0","2020-11-02 13:32","21.3","2020-11-02 06:13","...","74","50","2020-11-02 16:33","1.8","4","7.9","292","2020-11-02 13:51","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","1011.6","...","1013.2","2020-11-03 09:01","1009.3","2020-11-03 14:16","24.4","29.8","2020-11-03 12:41","21.5","2020-11-03 05:51","...","69","48","2020-11-03 15:11","2.2","15","7.5","244","2020-11-03 13:22","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","1012.9","...","1014.1","2020-11-04 08:49","1011.0","2020-11-04 14:11","24.5","28.3","2020-11-04 11:46","20.8","2020-11-04 03:42","...","64","46","2020-11-04 11:51","1.7","6","7.5","227","2020-11-04 13:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","1012.7","...","1014.7","2020-11-05 08:46","1010.0","2020-11-05 15:22","25.4","29.5","2020-11-05 13:41","21.5","2020-11-05 06:21","...","67","47","2020-11-05 11:41","1.8","2","7.4","259","2020-11-05 14:48","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1008.7","...","1012.5","2020-11-06 00:01","1005.0","2020-11-06 15:31","24.0","28.0","2020-11-06 12:26","21.0","2020-11-06 02:41","...","89","67","2020-11-06 10:31","2.1","9","10.4","360","2020-11-06 10:11","4.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1011.3","...","1013.2","2020-11-07 19:31","1009.0","2020-11-07 02:11","25.1","29.1","2020-11-07 11:43","23.0","2020-11-07 23:52","...","93","74","2020-11-07 12:12","2.1","1","8.8","178","2020-11-07 07:31","34.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1012.8","...","1015.2","2020-11-08 09:27","1011.1","2020-11-08 15:24","22.7","26.8","2020-11-08 14:51","20.3","2020-11-08 07:35","...","87","70","2020-11-08 14:51","2.8","1","9.3","351","2020-11-08 19:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","1013.2","...","1015.0","2020-11-09 09:03","1011.6","2020-11-09 02:52","21.2","23.1","2020-11-09 11:31","19.7","2020-11-09 23:41","...","87","79","2020-11-09 21:51","2.1","2","8.6","353","2020-11-09 21:12","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","1014.9","...","1016.2","2020-11-10 09:06","1013.5","2020-11-10 13:45","21.9","27.3","2020-11-10 12:21","19.3","2020-11-10 03:56","...","82","64","2020-11-10 12:21","2.2","6","8.6","6","2020-11-10 17:35","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","1015.3","...","1016.8","2020-11-11 09:02","1013.5","2020-11-11 15:03","23.4","29.2","2020-11-11 14:11","19.0","2020-11-11 04:45","...","74","52","2020-11-11 13:12","1.8","12","7.3","294","2020-11-11 15:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","1013.5","...","1015.5","2020-11-12 00:01","1011.7","2020-11-12 14:54","23.7","28.2","2020-11-12 15:11","19.3","2020-11-12 04:52","...","75","54","2020-11-12 14:41","1.5","3","6.5","342","2020-11-12 09:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","1012.3","...","1013.7","2020-11-13 09:42","1010.8","2020-11-13 13:54","24.1","27.5","2020-11-13 12:54","22.0","2020-11-13 04:12","...","83","67","2020-11-13 13:17","2.1","359","8.5","12","2020-11-13 08:15","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1013.8","...","1016.0","2020-11-14 21:05","1011.5","2020-11-14 02:51","23.9","26.7","2020-11-14 11:43","22.0","2020-11-14 05:36","...","89","77","2020-11-14 11:34","1.2","12","5.9","14","2020-11-14 22:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1015.4","...","1017.0","2020-11-15 09:55","1014.2","2020-11-15 14:38","23.9","28.2","2020-11-15 12:01","21.1","2020-11-15 06:34","...","86","65","2020-11-15 12:51","1.3","20","5.1","286","2020-11-15 13:33","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","1013.8","...","1015.6","2020-11-16 08:51","1011.7","2020-11-16 15:11","25.0","29.3","2020-11-16 12:24","22.0","2020-11-16 04:01","...","85","67","2020-11-16 12:21","1.2","242","6.5","278","2020-11-16 14:23","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
