"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"21","1011.4","...","1013.0","2021-10-21 22:00","1009.5","2021-10-21 14:30","26.6","32.2","2021-10-21 13:13","22.3","2021-10-21 23:51","...","74","47","2021-10-21 10:11","2.5","3","9.5","6","2021-10-21 17:03","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"22","1013.6","...","1015.5","2021-10-22 22:15","1012.0","2021-10-22 14:05","24.5","31.6","2021-10-22 14:41","20.9","2021-10-22 04:53","...","76","48","2021-10-22 14:41","2.3","7","8.0","2","2021-10-22 18:00","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"23","1014.8","...","1016.2","2021-10-23 21:11","1013.5","2021-10-23 14:32","25.4","29.8","2021-10-23 12:41","21.8","2021-10-23 01:36","...","75","50","2021-10-23 12:41","1.3","9","6.3","300","2021-10-23 13:31","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"24","1013.8","...","1015.5","2021-10-24 09:03","1011.3","2021-10-24 14:32","25.5","30.3","2021-10-24 13:41","22.1","2021-10-24 23:35","...","77","52","2021-10-24 12:41","1.9","5","9.1","352","2021-10-24 20:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"25","1012.1","...","1014.0","2021-10-25 00:11","1009.7","2021-10-25 15:02","25.4","31.5","2021-10-25 13:31","21.0","2021-10-25 04:11","...","75","46","2021-10-25 13:42","2.1","2","7.9","1","2021-10-25 01:54","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"26","1012.4","...","1014.0","2021-10-26 21:24","1010.6","2021-10-26 14:41","26.2","30.6","2021-10-26 12:57","22.2","2021-10-26 05:42","...","78","57","2021-10-26 12:57","1.5","2","7.0","227","2021-10-26 16:36","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"27","1013.7","...","1015.2","2021-10-27 09:03","1012.0","2021-10-27 14:53","26.2","39.5","2021-10-27 14:41","23.0","2021-10-27 06:22","...","77","52","2021-10-27 15:21","1.8","27","6.9","290","2021-10-27 12:13","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","1014.7","...","1016.1","2021-10-28 21:03","1013.1","2021-10-28 14:52","25.5","30.1","2021-10-28 11:01","22.5","2021-10-28 07:06","...","76","55","2021-10-28 11:01","1.8","11","7.2","265","2021-10-28 14:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","1015.2","...","1017.1","2021-10-29 08:37","1013.3","2021-10-29 14:36","24.7","29.2","2021-10-29 14:21","20.7","2021-10-29 05:49","...","72","51","2021-10-29 14:01","1.6","43","7.6","282","2021-10-29 15:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","1015.7","...","1017.1","2021-10-30 08:52","1014.2","2021-10-30 15:22","25.2","29.5","2021-10-30 11:02","21.3","2021-10-30 03:59","...","70","46","2021-10-30 11:02","1.4","39","7.9","292","2021-10-30 12:24","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","1015.5","...","1016.8","2021-10-31 21:33","1013.3","2021-10-31 14:55","25.1","30.0","2021-10-31 12:31","21.9","2021-10-31 07:04","...","77","49","2021-10-31 14:24","2.0","20","8.2","298","2021-10-31 11:56","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
