"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","999.5","...","1000.9","2021-09-01 09:26","997.9","2021-09-01 16:33","29.6","33.8","2021-09-01 12:23","25.2","2021-09-01 05:55","...","72","57","2021-09-01 10:26","0.4","291","5.6","283","2021-09-01 15:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","998.4","...","1000.3","2021-09-02 00:01","996.4","2021-09-02 16:52","29.5","34.2","2021-09-02 13:53","25.6","2021-09-02 05:32","...","73","52","2021-09-02 13:54","0.5","118","4.3","271","2021-09-02 13:02","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","997.3","...","998.5","2021-09-03 09:16","995.4","2021-09-03 16:08","29.3","34.3","2021-09-03 13:29","25.8","2021-09-03 05:56","...","74","50","2021-09-03 11:51","0.4","116","4.3","265","2021-09-03 13:21","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","998.6","...","999.9","2021-09-04 21:38","997.6","2021-09-04 03:51","28.3","33.4","2021-09-04 09:51","25.3","2021-09-04 05:56","...","77","51","2021-09-04 09:52","0.4","107","5.2","131","2021-09-04 19:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","998.6","...","1000.5","2021-09-05 23:28","997.0","2021-09-05 15:03","29.1","34.6","2021-09-05 15:00","24.1","2021-09-05 03:11","...","73","48","2021-09-05 12:22","0.7","110","4.8","270","2021-09-05 14:32","2.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","1000.4","...","1001.7","2021-09-06 21:00","999.0","2021-09-06 15:06","29.3","34.2","2021-09-06 12:59","25.3","2021-09-06 05:56","...","76","55","2021-09-06 15:31","0.3","120","3.9","283","2021-09-06 15:07","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","999.7","...","1001.4","2021-09-07 00:24","997.1","2021-09-07 17:13","29.9","35.6","2021-09-07 14:08","24.7","2021-09-07 05:55","...","69","52","2021-09-07 10:22","0.4","117","5.0","140","2021-09-07 17:43","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","998.3","...","999.5","2021-09-08 00:01","996.6","2021-09-08 15:37","30.2","36.1","2021-09-08 15:40","26.6","2021-09-08 06:02","...","68","43","2021-09-08 16:36","0.8","122","7.6","128","2021-09-08 22:38","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","998.4","...","999.4","2021-09-09 21:39","997.2","2021-09-09 16:48","30.4","36.0","2021-09-09 15:32","25.5","2021-09-09 05:55","...","60","40","2021-09-09 15:36","1.1","113","6.6","138","2021-09-09 00:11","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"10","996.7","...","998.7","2021-09-10 08:48","994.6","2021-09-10 17:00","31.1","36.5","2021-09-10 14:24","26.3","2021-09-10 05:52","...","61","43","2021-09-10 10:58","1.0","114","7.9","115","2021-09-10 15:55","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"11","989.9","...","995.8","2021-09-11 00:02","986.0","2021-09-11 23:55","29.5","34.4","2021-09-11 10:37","25.9","2021-09-11 05:55","...","69","47","2021-09-11 10:31","2.0","109","8.6","131","2021-09-11 15:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"12","986.4","...","991.6","2021-09-12 22:12","983.5","2021-09-12 12:56","25.8","28.9","2021-09-12 09:41","23.4","2021-09-12 17:02","...","89","66","2021-09-12 00:21","1.3","263","8.4","123","2021-09-12 00:43","51.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"13","994.9","...","998.9","2021-09-13 23:43","990.9","2021-09-13 02:36","29.8","34.5","2021-09-13 14:01","24.9","2021-09-13 00:04","...","66","49","2021-09-13 13:52","1.0","265","7.7","285","2021-09-13 13:28","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"14","1000.0","...","1001.5","2021-09-14 23:40","998.5","2021-09-14 02:30","30.0","35.0","2021-09-14 15:33","26.3","2021-09-14 05:56","...","71","50","2021-09-14 15:35","0.4","266","7.9","276","2021-09-14 12:45","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"15","1000.0","...","1001.5","2021-09-15 08:12","998.0","2021-09-15 14:52","29.2","34.1","2021-09-15 14:24","25.2","2021-09-15 05:55","...","75","53","2021-09-15 11:51","0.5","122","3.9","290","2021-09-15 10:30","4.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"16","998.7","...","1000.1","2021-09-16 08:10","996.8","2021-09-16 14:18","27.6","31.5","2021-09-16 11:54","23.3","2021-09-16 05:02","...","82","63","2021-09-16 10:12","0.3","122","3.4","252","2021-09-16 04:18","7.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"17","999.5","...","1000.9","2021-09-17 09:16","998.4","2021-09-17 03:25","27.9","33.2","2021-09-17 13:23","24.4","2021-09-17 05:55","...","79","51","2021-09-17 10:52","0.7","122","4.7","129","2021-09-17 23:14","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"18","1001.0","...","1002.3","2021-09-18 09:40","999.8","2021-09-18 13:51","28.6","35.8","2021-09-18 12:39","24.8","2021-09-18 05:21","...","78","43","2021-09-18 12:38","0.7","113","5.5","136","2021-09-18 22:45","1.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"19","1000.7","...","1002.0","2021-09-19 08:45","999.2","2021-09-19 14:52","30.0","35.0","2021-09-19 13:26","24.9","2021-09-19 05:31","...","71","48","2021-09-19 12:12","0.2","94","4.5","257","2021-09-19 14:29","0.5","...","...","...","...","...","...","...","...","...","...","...","...","..."
"20","999.9","...","1001.7","2021-09-20 09:02","997.1","2021-09-20 15:45","30.4","36.5","2021-09-20 15:55","25.5","2021-09-20 03:35","...","66","40","2021-09-20 15:56","0.3","269","4.2","268","2021-09-20 11:41","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"21","999.1","...","1000.7","2021-09-21 08:51","997.0","2021-09-21 15:17","29.7","35.7","2021-09-21 16:07","26.4","2021-09-21 05:02","...","68","43","2021-09-21 16:08","0.6","121","4.7","272","2021-09-21 15:09","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
