"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","994.7","...","996.6","2021-07-01 22:41","993.5","2021-07-01 12:21","30.2","35.3","2021-07-01 11:32","26.5","2021-07-01 05:35","...","66","42","2021-07-01 10:50","0.8","265","6.7","255","2021-07-01 15:26","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"02","995.7","...","997.1","2021-07-02 21:32","994.4","2021-07-02 13:29","30.5","35.5","2021-07-02 13:40","26.4","2021-07-02 03:11","...","68","50","2021-07-02 10:51","0.6","270","5.9","263","2021-07-02 03:57","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"03","995.8","...","997.4","2021-07-03 21:48","994.1","2021-07-03 15:36","30.6","35.7","2021-07-03 13:31","26.6","2021-07-03 05:55","...","69","45","2021-07-03 11:36","0.3","113","5.5","281","2021-07-03 10:25","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"04","997.2","...","999.0","2021-07-04 20:32","995.8","2021-07-04 04:00","29.9","33.9","2021-07-04 10:24","26.9","2021-07-04 05:01","...","73","55","2021-07-04 16:22","0.3","268","3.9","226","2021-07-04 16:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"05","996.0","...","997.6","2021-07-06 00:00","994.1","2021-07-05 16:47","30.5","35.4","2021-07-05 13:46","26.0","2021-07-05 05:56","...","64","46","2021-07-05 13:48","0.6","113","6.7","131","2021-07-05 22:37","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"06","994.6","...","999.8","2021-07-06 23:07","991.0","2021-07-06 05:24","29.8","35.8","2021-07-06 12:25","27.3","2021-07-06 19:35","...","72","52","2021-07-06 12:36","0.8","259","9.5","132","2021-07-06 02:18","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"07","1000.0","...","1001.8","2021-07-07 22:02","998.4","2021-07-07 03:25","29.2","34.2","2021-07-07 11:18","26.0","2021-07-07 21:12","...","79","52","2021-07-07 10:58","0.2","111","5.5","276","2021-07-07 12:40","14.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"08","1000.1","...","1001.9","2021-07-08 08:22","998.3","2021-07-08 16:52","30.0","35.0","2021-07-08 15:09","25.4","2021-07-08 05:56","...","72","45","2021-07-08 16:07","0.3","115","4.3","254","2021-07-08 16:42","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
"09","998.7","...","999.8","2021-07-10 00:00","997.2","2021-07-09 16:07","30.9","36.1","2021-07-09 14:35","26.0","2021-07-09 05:59","...","65","39","2021-07-09 15:01","0.3","263","5.1","290","2021-07-09 13:27","0.0","...","...","...","...","...","...","...","...","...","...","...","...","..."
